path,true_is_countable,pred_is_countable,confidence,predicted_count,true_value
data/cropped_wells/Panama99/plate_24/Panama99_plate24_A2.jpg,0,0,0.09805876016616821,-1,-1
data/cropped_wells/Panama99/plate_24/Panama99_plate24_A1.jpg,0,0,0.01601317524909973,-1,-1
data/cropped_wells/Panama99/plate_24/Panama99_plate24_C1.jpg,0,0,0.007567150052636862,-1,-1
data/cropped_wells/Panama99/plate_24/Panama99_plate24_C4.jpg,1,1,0.9906306862831116,3,2
data/cropped_wells/Panama99/plate_24/Panama99_plate24_B4.jpg,1,1,0.9785268306732178,11,4
data/cropped_wells/Panama99/plate_24/Panama99_plate24_A4.jpg,1,1,0.9803117513656616,3,2
data/cropped_wells/Panama99/plate_24/Panama99_plate24_A3.jpg,1,1,0.6600933074951172,17,23
data/cropped_wells/Panama99/plate_24/Panama99_plate24_C2.jpg,0,0,0.00905699748545885,-1,-1
data/cropped_wells/Panama99/plate_24/Panama99_plate24_C3.jpg,1,0,0.27492254972457886,-1,23
data/cropped_wells/Panama99/plate_24/Panama99_plate24_B3.jpg,1,1,0.9869726300239563,30,38
data/cropped_wells/Panama99/plate_24/Panama99_plate24_B1.jpg,0,0,0.02090638130903244,-1,-1
data/cropped_wells/Panama99/plate_24/Panama99_plate24_B2.jpg,0,0,0.02169422060251236,-1,-1
data/cropped_wells/Panama99/plate_26/Panama99_plate26_A2.jpg,1,0,0.11212701350450516,-1,29
data/cropped_wells/Panama99/plate_26/Panama99_plate26_A1.jpg,0,0,0.04312935099005699,-1,-1
data/cropped_wells/Panama99/plate_26/Panama99_plate26_A3.jpg,1,1,0.8067959547042847,6,6
data/cropped_wells/Panama99/plate_26/Panama99_plate26_B2.jpg,1,1,0.9606256484985352,23,29
data/cropped_wells/Panama99/plate_26/Panama99_plate26_C1.jpg,0,0,0.09417859464883804,-1,-1
data/cropped_wells/Panama99/plate_26/Panama99_plate26_B4.jpg,1,1,0.8046890497207642,0,0
data/cropped_wells/Panama99/plate_26/Panama99_plate26_B3.jpg,1,1,0.6834909915924072,3,2
data/cropped_wells/Panama99/plate_26/Panama99_plate26_C4.jpg,1,1,0.625302791595459,0,0
data/cropped_wells/Panama99/plate_26/Panama99_plate26_B1.jpg,0,0,0.01590660773217678,-1,-1
data/cropped_wells/Panama99/plate_26/Panama99_plate26_C2.jpg,1,0,0.1531488001346588,-1,30
data/cropped_wells/Panama99/plate_26/Panama99_plate26_C3.jpg,1,1,0.9834262132644653,7,6
data/cropped_wells/Panama99/plate_26/Panama99_plate26_A4.jpg,1,1,0.9889783263206482,0,0
data/cropped_wells/Panama99/plate_27/Panama99_plate27_A4.jpg,1,1,0.9941198825836182,4,0
data/cropped_wells/Panama99/plate_27/Panama99_plate27_C4.jpg,1,1,0.9795374870300293,1,1
data/cropped_wells/Panama99/plate_27/Panama99_plate27_A3.jpg,1,1,0.886500895023346,2,1
data/cropped_wells/Panama99/plate_27/Panama99_plate27_B2.jpg,1,1,0.975214958190918,16,19
data/cropped_wells/Panama99/plate_27/Panama99_plate27_C1.jpg,0,0,0.015133612789213657,-1,-1
data/cropped_wells/Panama99/plate_27/Panama99_plate27_A2.jpg,1,1,0.8699443340301514,13,13
data/cropped_wells/Panama99/plate_27/Panama99_plate27_C2.jpg,1,1,0.9994539618492126,18,16
data/cropped_wells/Panama99/plate_27/Panama99_plate27_B1.jpg,0,0,0.08039319515228271,-1,-1
data/cropped_wells/Panama99/plate_27/Panama99_plate27_C3.jpg,1,1,0.9677761197090149,6,4
data/cropped_wells/Panama99/plate_27/Panama99_plate27_B4.jpg,1,1,0.9835948348045349,1,0
data/cropped_wells/Panama99/plate_27/Panama99_plate27_B3.jpg,1,1,0.9940892457962036,6,4
data/cropped_wells/Panama99/plate_27/Panama99_plate27_A1.jpg,0,0,0.10121868550777435,-1,-1
data/cropped_wells/Panama99/plate_23/Panama99_plate23_A1.jpg,0,0,0.02117149718105793,-1,-1
data/cropped_wells/Panama99/plate_23/Panama99_plate23_A4.jpg,1,1,0.979601263999939,6,5
data/cropped_wells/Panama99/plate_23/Panama99_plate23_C4.jpg,1,1,0.8055973649024963,4,7
data/cropped_wells/Panama99/plate_23/Panama99_plate23_B4.jpg,1,1,0.9743074774742126,0,0
data/cropped_wells/Panama99/plate_23/Panama99_plate23_A2.jpg,0,0,0.026046058163046837,-1,-1
data/cropped_wells/Panama99/plate_23/Panama99_plate23_B2.jpg,1,1,0.7461823225021362,1,0
data/cropped_wells/Panama99/plate_23/Panama99_plate23_C2.jpg,0,0,0.010263131931424141,-1,-1
data/cropped_wells/Panama99/plate_23/Panama99_plate23_C1.jpg,0,0,0.00925756711512804,-1,-1
