path,true_is_countable,pred_is_countable,confidence,predicted_count,true_value
data/cropped_wells/PR8v/plate_8/PR8v_plate8_B4.jpg,1,1,0.9911147356033325,4,6
data/cropped_wells/Panama/plate_9/Panama_plate9_C2.jpg,1,1,0.9929506778717041,0,0
data/cropped_wells/Panama99/plate_24/Panama99_plate24_C3.jpg,1,0,0.27492254972457886,-1,23
data/cropped_wells/IBV/plate_3/IBV_plate3_B4.jpg,1,1,0.9998873472213745,0,0
data/cropped_wells/PR8v/plate_2/PR8v_plate2_B2.jpg,0,0,0.005508625879883766,-1,-1
data/cropped_wells/PR8v/plate_8/PR8v_plate8_A3.jpg,1,1,0.9753038883209229,14,18
data/cropped_wells/Panama99/plate_25/Panama99_plate25_A3.jpg,1,1,0.6539620757102966,12,13
data/cropped_wells/PR8v/plate_7/PR8v_plate7_C4.jpg,1,1,0.9998199343681335,4,4
data/cropped_wells/Brisbane/plate_3/Brisbane_plate3_A1.jpg,0,0,0.006428586784750223,-1,-1
data/cropped_wells/Panama99/plate_26/Panama99_plate26_B4.jpg,1,1,0.8046890497207642,0,0
data/cropped_wells/PR8/plate_10/PR8_plate10_C3.jpg,1,1,0.9839296340942383,0,0
data/cropped_wells/PR8/plate_1/PR8_plate1_C1.jpg,1,1,0.9988625049591064,7,7
data/cropped_wells/Brisbane/plate_8/Brisbane_plate8_B1.jpg,0,0,0.0033109085634350777,-1,-1
data/cropped_wells/Panama99/plate_24/Panama99_plate24_C2.jpg,0,0,0.00905699748545885,-1,-1
data/cropped_wells/PR8v/plate_7/PR8v_plate7_C3.jpg,1,1,0.9999986886978149,26,24
data/cropped_wells/Brisbane/plate_4/Brisbane_plate4_A2.jpg,1,1,0.9999910593032837,22,21
data/cropped_wells/PR8v/plate_1/PR8v_plate1_C2.jpg,0,0,0.003908536396920681,-1,-1
data/cropped_wells/Panama/plate_7/Panama_plate7_C3.jpg,1,1,0.9997979998588562,0,0
data/cropped_wells/PR8/plate_18/PR8_plate18_C1.jpg,0,0,0.0036292318254709244,-1,-1
data/cropped_wells/Panama/plate_1/Panama_plate1_B4.jpg,1,1,0.9994240999221802,0,0
data/cropped_wells/IBV/plate_6/IBV_plate6_B1.jpg,0,0,0.004622217733412981,-1,-1
data/cropped_wells/PR8/plate_20/PR8_plate20_B1.jpg,1,1,0.9984177350997925,0,0
data/cropped_wells/PR8/plate_21/PR8_plate21_C4.jpg,1,1,0.9957143664360046,1,1
data/cropped_wells/PR8v/plate_10/PR8v_plate10_C3.jpg,1,1,0.9996106028556824,28,31
data/cropped_wells/PR8/plate_2/PR8_plate2_A3.jpg,1,1,0.9997637867927551,0,0
data/cropped_wells/Panama/plate_8/Panama_plate8_B4.jpg,1,1,0.9999467134475708,0,0
data/cropped_wells/Brisbane/plate_2/Brisbane_plate2_C3.jpg,1,1,0.9998037219047546,5,5
data/cropped_wells/Panama/plate_9/Panama_plate9_B2.jpg,1,1,0.9974817633628845,0,0
data/cropped_wells/PR8/plate_22/PR8_plate22_C4.jpg,1,1,0.9989436268806458,0,0
data/cropped_wells/PR8/plate_21/PR8_plate21_C3.jpg,1,1,0.9995773434638977,7,7
data/cropped_wells/PR8v/plate_1/PR8v_plate1_B3.jpg,0,0,0.014110726304352283,-1,-1
data/cropped_wells/PR8/plate_12/PR8_plate12_C2.jpg,1,1,0.9999725818634033,0,0
data/cropped_wells/PR8v/plate_7/PR8v_plate7_B2.jpg,0,0,0.01595810428261757,-1,-1
data/cropped_wells/PR8/plate_19/PR8_plate19_A1.jpg,0,0,0.006950094364583492,-1,-1
data/cropped_wells/PR8/plate_12/PR8_plate12_B4.jpg,1,1,0.9988453388214111,0,0
data/cropped_wells/PR8/plate_3/PR8_plate3_C1.jpg,1,1,0.998551070690155,0,0
data/cropped_wells/Panama/plate_1/Panama_plate1_C1.jpg,1,1,0.9981829524040222,18,12
data/cropped_wells/Panama99/plate_23/Panama99_plate23_A3.jpg,1,1,0.8580971956253052,20,30
data/cropped_wells/Panama/plate_11/Panama_plate11_C1.jpg,0,0,0.004565927665680647,-1,-1
data/cropped_wells/Brisbane/plate_4/Brisbane_plate4_B3.jpg,1,1,0.9987218976020813,0,0
data/cropped_wells/IBV/plate_7/IBV_plate7_A3.jpg,1,1,0.9995967745780945,0,0
data/cropped_wells/PR8/plate_16/PR8_plate16_B3.jpg,1,1,0.9997101426124573,0,0
data/cropped_wells/PR8/plate_18/PR8_plate18_A4.jpg,1,1,0.9992392063140869,0,1
data/cropped_wells/PR8v/plate_5/PR8v_plate5_A4.jpg,1,1,0.9873786568641663,12,9
data/cropped_wells/PR8/plate_16/PR8_plate16_C3.jpg,1,1,0.9966177344322205,0,0
data/cropped_wells/PR8/plate_15/PR8_plate15_A1.jpg,1,1,0.9997332692146301,0,0
data/cropped_wells/PR8/plate_6/PR8_plate6_C2.jpg,1,1,0.9996844530105591,0,0
data/cropped_wells/Panama99/plate_28/Panama99_plate28_C4.jpg,1,1,0.8966490030288696,4,4
data/cropped_wells/PR8/plate_3/PR8_plate3_A4.jpg,1,1,0.9999542236328125,0,0
data/cropped_wells/PR8v/plate_13/PR8v_plate13_C1.jpg,0,0,0.012945161201059818,-1,-1
data/cropped_wells/Brisbane/plate_2/Brisbane_plate2_A1.jpg,0,0,0.0023118883837014437,-1,-1
data/cropped_wells/Brisbane/plate_8/Brisbane_plate8_C2.jpg,1,1,0.9999995231628418,31,31
data/cropped_wells/PR8v/plate_12/PR8v_plate12_A3.jpg,1,1,0.9996289014816284,8,9
data/cropped_wells/Panama99/plate_28/Panama99_plate28_C3.jpg,1,1,0.7643652558326721,24,33
data/cropped_wells/Panama99/plate_28/Panama99_plate28_B3.jpg,1,1,0.5190179347991943,17,22
data/cropped_wells/PR8/plate_2/PR8_plate2_C1.jpg,1,1,0.9992790818214417,2,2
data/cropped_wells/PR8/plate_8/PR8_plate8_B2.jpg,1,1,0.9996103644371033,0,0
data/cropped_wells/PR8v/plate_13/PR8v_plate13_C4.jpg,1,1,0.9967940449714661,2,15
data/cropped_wells/PR8v/plate_2/PR8v_plate2_A1.jpg,0,0,0.0026149237528443336,-1,-1
data/cropped_wells/PR8v/plate_6/PR8v_plate6_B2.jpg,0,0,0.006912169978022575,-1,-1
data/cropped_wells/PR8/plate_21/PR8_plate21_B2.jpg,1,1,0.9999934434890747,49,46
data/cropped_wells/Panama99/plate_23/Panama99_plate23_A4.jpg,1,1,0.979601263999939,6,5
data/cropped_wells/PR8v/plate_2/PR8v_plate2_A3.jpg,0,0,0.027381153777241707,-1,-1
data/cropped_wells/PR8/plate_20/PR8_plate20_C3.jpg,1,1,0.9967890977859497,0,0
data/cropped_wells/Panama99/plate_23/Panama99_plate23_C3.jpg,1,0,0.3388827443122864,-1,26
data/cropped_wells/Panama99/plate_23/Panama99_plate23_B1.jpg,1,0,0.41277173161506653,-1,6
data/cropped_wells/PR8v/plate_11/PR8v_plate11_A3.jpg,1,1,0.9998890161514282,29,27
data/cropped_wells/Panama/plate_7/Panama_plate7_A1.jpg,1,1,0.9998999834060669,1,1
data/cropped_wells/PR8/plate_19/PR8_plate19_C2.jpg,1,1,0.9999866485595703,49,49
data/cropped_wells/PR8v/plate_10/PR8v_plate10_B4.jpg,1,1,0.991657018661499,2,2
data/cropped_wells/Brisbane/plate_9/Brisbane_plate9_A2.jpg,1,1,0.9999995231628418,25,28
data/cropped_wells/PR8/plate_6/PR8_plate6_C3.jpg,1,1,0.9973489046096802,0,0
data/cropped_wells/Brisbane/plate_4/Brisbane_plate4_A1.jpg,0,0,0.006105560343712568,-1,-1
data/cropped_wells/Panama/plate_9/Panama_plate9_C4.jpg,1,1,0.9999899864196777,0,0
data/cropped_wells/Panama99/plate_21/Panama99_plate21_C3.jpg,1,1,0.9955360889434814,37,46
data/cropped_wells/Panama/plate_5/Panama_plate5_B2.jpg,1,1,0.9993802309036255,0,0
data/cropped_wells/IBV/plate_1/IBV_plate1_C4.jpg,1,1,0.9999995231628418,0,0
data/cropped_wells/PR8/plate_17/PR8_plate17_B2.jpg,1,1,0.9945207834243774,0,0
data/cropped_wells/PR8/plate_22/PR8_plate22_A3.jpg,1,1,0.9928497076034546,1,1
data/cropped_wells/PR8/plate_8/PR8_plate8_A1.jpg,1,1,0.9996236562728882,0,0
data/cropped_wells/PR8/plate_14/PR8_plate14_C1.jpg,1,1,0.9973594546318054,0,0
data/cropped_wells/PR8v/plate_11/PR8v_plate11_A4.jpg,1,1,0.9666041135787964,1,1
data/cropped_wells/Brisbane/plate_8/Brisbane_plate8_A4.jpg,1,1,0.998892605304718,0,0
data/cropped_wells/Panama99/plate_20/Panama99_plate20_C4.jpg,1,1,0.897876501083374,11,10
data/cropped_wells/PR8/plate_14/PR8_plate14_A2.jpg,1,1,0.9977216124534607,0,0
data/cropped_wells/PR8v/plate_9/PR8v_plate9_C1.jpg,0,0,0.003583496669307351,-1,-1
data/cropped_wells/Panama/plate_8/Panama_plate8_B2.jpg,1,1,0.9996964931488037,0,0
data/cropped_wells/IBV/plate_2/IBV_plate2_B2.jpg,0,0,0.0029435742180794477,-1,-1
data/cropped_wells/PR8/plate_18/PR8_plate18_C4.jpg,1,1,0.956392765045166,2,2
data/cropped_wells/PR8v/plate_1/PR8v_plate1_A4.jpg,1,1,0.994976282119751,20,22
data/cropped_wells/Panama/plate_7/Panama_plate7_A2.jpg,1,1,0.999675989151001,0,0
data/cropped_wells/Panama99/plate_25/Panama99_plate25_B4.jpg,1,1,0.9088571667671204,4,2
data/cropped_wells/IBV/plate_4/IBV_plate4_A3.jpg,0,0,0.0029509596060961485,-1,-1
data/cropped_wells/Panama99/plate_22/Panama99_plate22_C1.jpg,0,0,0.00875806249678135,-1,-1
data/cropped_wells/PR8/plate_16/PR8_plate16_A3.jpg,1,1,0.9996460676193237,0,0
data/cropped_wells/IBV/plate_7/IBV_plate7_A1.jpg,1,1,0.9998158812522888,0,0
data/cropped_wells/Brisbane/plate_5/Brisbane_plate5_C3.jpg,1,1,0.9953298568725586,0,0
data/cropped_wells/Brisbane/plate_4/Brisbane_plate4_C1.jpg,1,1,0.9999971389770508,88,102
data/cropped_wells/PR8/plate_22/PR8_plate22_C2.jpg,1,1,0.999817430973053,6,8
data/cropped_wells/Brisbane/plate_7/Brisbane_plate7_A4.jpg,1,1,0.9988234639167786,0,0
data/cropped_wells/IBV/plate_5/IBV_plate5_C4.jpg,1,1,0.9999386072158813,0,0
data/cropped_wells/PR8/plate_14/PR8_plate14_C3.jpg,1,1,0.9983898401260376,0,0
data/cropped_wells/PR8v/plate_12/PR8v_plate12_C1.jpg,0,0,0.005355002358555794,-1,-1
data/cropped_wells/Panama/plate_12/Panama_plate12_B4.jpg,1,1,0.9995850920677185,0,0
data/cropped_wells/PR8/plate_12/PR8_plate12_C1.jpg,1,1,0.9999419450759888,0,0
data/cropped_wells/PR8/plate_9/PR8_plate9_A1.jpg,1,1,0.999322772026062,0,0
data/cropped_wells/PR8/plate_23/PR8_plate23_B4.jpg,1,1,0.9994856119155884,0,0
data/cropped_wells/PR8v/plate_2/PR8v_plate2_B3.jpg,0,0,0.023986482992768288,-1,-1
data/cropped_wells/PR8/plate_7/PR8_plate7_B4.jpg,1,1,0.9995459914207458,0,0
data/cropped_wells/PR8/plate_2/PR8_plate2_B2.jpg,1,1,0.9996787309646606,0,0
data/cropped_wells/PR8v/plate_5/PR8v_plate5_C2.jpg,0,0,0.005595199763774872,-1,-1
data/cropped_wells/Panama99/plate_26/Panama99_plate26_A2.jpg,1,0,0.11212701350450516,-1,29
data/cropped_wells/PR8/plate_7/PR8_plate7_C2.jpg,1,1,0.9994516968727112,0,0
data/cropped_wells/PR8/plate_8/PR8_plate8_B3.jpg,1,1,0.9997194409370422,0,0
data/cropped_wells/PR8/plate_2/PR8_plate2_C4.jpg,1,1,0.9989810585975647,0,0
data/cropped_wells/Panama/plate_8/Panama_plate8_C4.jpg,1,1,0.9999935626983643,0,0
data/cropped_wells/PR8/plate_21/PR8_plate21_A1.jpg,0,0,0.03820616006851196,-1,-1
data/cropped_wells/PR8/plate_19/PR8_plate19_C4.jpg,1,1,0.9847116470336914,1,1
data/cropped_wells/IBV/plate_5/IBV_plate5_C3.jpg,1,1,0.9999912977218628,1,1
data/cropped_wells/IBV/plate_4/IBV_plate4_C2.jpg,0,0,0.0040132999420166016,-1,-1
data/cropped_wells/PR8/plate_1/PR8_plate1_C2.jpg,1,1,0.9989929795265198,1,2
data/cropped_wells/IBV/plate_3/IBV_plate3_B2.jpg,1,1,0.9999901056289673,8,8
data/cropped_wells/Panama/plate_5/Panama_plate5_B3.jpg,1,1,0.9999502897262573,1,1
data/cropped_wells/IBV/plate_1/IBV_plate1_B2.jpg,1,1,0.9997593760490417,1,1
data/cropped_wells/PR8/plate_12/PR8_plate12_A4.jpg,1,1,0.9998754262924194,0,0
data/cropped_wells/PR8/plate_3/PR8_plate3_A1.jpg,1,1,0.9999496936798096,1,1
data/cropped_wells/Brisbane/plate_10/Brisbane_plate10_A4.jpg,1,1,0.9997068047523499,0,0
data/cropped_wells/PR8v/plate_14/PR8v_plate14_A2.jpg,1,1,0.9998465776443481,0,0
data/cropped_wells/IBV/plate_4/IBV_plate4_A4.jpg,0,0,0.0028117757756263018,-1,-1
data/cropped_wells/PR8v/plate_1/PR8v_plate1_A1.jpg,0,0,0.004321406129747629,-1,-1
data/cropped_wells/PR8v/plate_10/PR8v_plate10_B2.jpg,0,0,0.013593684881925583,-1,-1
data/cropped_wells/Panama99/plate_20/Panama99_plate20_A1.jpg,0,0,0.029203148558735847,-1,-1
data/cropped_wells/PR8v/plate_2/PR8v_plate2_A4.jpg,1,1,0.9999610185623169,12,12
data/cropped_wells/PR8/plate_7/PR8_plate7_C1.jpg,1,1,0.999735414981842,0,0
data/cropped_wells/Panama99/plate_27/Panama99_plate27_A4.jpg,1,1,0.9941198825836182,4,0
data/cropped_wells/PR8/plate_12/PR8_plate12_A3.jpg,1,1,0.9951893091201782,0,0
data/cropped_wells/IBV/plate_4/IBV_plate4_C1.jpg,0,0,0.003193952376022935,-1,-1
data/cropped_wells/IBV/plate_3/IBV_plate3_A4.jpg,1,1,0.9997126460075378,0,0
data/cropped_wells/PR8v/plate_9/PR8v_plate9_A2.jpg,0,0,0.006662317086011171,-1,-1
data/cropped_wells/PR8/plate_13/PR8_plate13_B2.jpg,1,1,0.9994885921478271,0,0
data/cropped_wells/IBV/plate_5/IBV_plate5_A2.jpg,1,1,0.999876856803894,1,2
data/cropped_wells/PR8/plate_4/PR8_plate4_A1.jpg,1,1,0.9997428059577942,1,1
data/cropped_wells/Panama99/plate_25/Panama99_plate25_B2.jpg,0,0,0.09249075502157211,-1,-1
data/cropped_wells/Panama99/plate_24/Panama99_plate24_A3.jpg,1,1,0.6600933074951172,17,23
data/cropped_wells/Panama/plate_10/Panama_plate10_B4.jpg,1,1,0.9996961355209351,0,0
data/cropped_wells/Brisbane/plate_3/Brisbane_plate3_B4.jpg,1,1,0.9997581839561462,1,1
data/cropped_wells/Panama99/plate_20/Panama99_plate20_C2.jpg,0,0,0.010638107545673847,-1,-1
data/cropped_wells/Panama/plate_6/Panama_plate6_C3.jpg,1,1,0.9986751675605774,0,0
data/cropped_wells/PR8/plate_22/PR8_plate22_B4.jpg,1,1,0.9977834820747375,1,1
data/cropped_wells/PR8/plate_13/PR8_plate13_C2.jpg,1,1,0.9999814033508301,0,0
data/cropped_wells/IBV/plate_2/IBV_plate2_B4.jpg,0,0,0.01518215425312519,-1,-1
data/cropped_wells/PR8/plate_14/PR8_plate14_C4.jpg,1,1,0.9972699284553528,0,0
